# x y x_over_c Cp side
0.801334 -0.0491987 0.801334 -0.0413857 L
0.914849 -0.0390382 0.914849 0.086776 L
0.699649 -0.0568312 0.699649 -0.116513 L
0.115955 -0.0528997 0.115955 -0.315948 L
0.681694 -0.0580383 0.681694 -0.128033 L
0.235163 -0.0658696 0.235163 -0.518308 L
0.810301 -0.0484596 0.810301 -0.0330125 L
0.58888 -0.0634985 0.58888 -0.1286 L
0.708625 -0.0562118 0.708625 -0.110384 L
0.678701 -0.058235 0.678701 -0.1296 L
0.166442 -0.0599719 0.166442 -0.426652 L
0.911864 -0.0393285 0.911864 0.0822487 L
0.492994 -0.0675753 0.492994 -0.661506 L
0.807313 -0.0487074 0.807313 -0.0356219 L
0.705633 -0.0564193 0.705633 -0.11233 L
0.594871 -0.0631876 0.594871 -0.133998 L
0.169635 0.0502322 0.169635 -0.725323 U
0.675708 -0.0584303 0.675708 -0.131341 L
0.585885 -0.0636513 0.585885 -0.125665 L
0.672715 -0.0586242 0.672715 -0.132895 L
0.600861 -0.0628698 0.600861 -0.137703 L
0.489996 -0.0676718 0.489996 -0.660198 L
0.932756 -0.0372643 0.932756 0.116279 L
0.920818 -0.0384527 0.920818 0.0959472 L
0.819268 -0.0477082 0.819268 -0.0238808 L
0.7176 -0.055583 0.7176 -0.104709 L
0.60685 -0.0625455 0.60685 -0.140246 L
0.633799 -0.0610145 0.633799 -0.14202 L
0.394422 0.0468755 0.394422 -0.926143 U
0.591875 -0.0633439 0.591875 -0.131407 L
0.962592 -0.0342106 0.962592 0.175261 L
0.495992 -0.0674772 0.495992 -0.661907 L
0.669722 -0.0588166 0.669722 -0.134138 L
0.666729 -0.0590075 0.666729 -0.135414 L
0.825245 -0.047201 0.825245 -0.0173939 L
0.884992 -0.0418791 0.884992 0.0481165 L
0.929772 -0.0375632 0.929772 0.110753 L
0.714609 -0.0557936 0.714609 -0.106435 L
0.723584 -0.0551591 0.723584 -0.100953 L
0.292563 0.0515467 0.292563 -0.839146 U
0.816279 -0.0479599 0.816279 -0.0270758 L
0.597866 -0.0630295 0.597866 -0.135934 L
0.630805 -0.0611899 0.630805 -0.142265 L
0.391429 0.0470667 0.391429 -0.924043 U
0.624817 -0.0615369 0.624817 -0.142833 L
0.603855 -0.0627084 0.603855 -0.138832 L
0.953643 -0.0351444 0.953643 0.153871 L
0.660743 -0.0593847 0.660743 -0.1376 L
0.882005 -0.0421575 0.882005 0.0443326 L
0.959609 -0.0345236 0.959609 0.167271 L
0.822256 -0.0474552 0.822256 -0.0205485 L
0.720592 -0.0553715 0.720592 -0.102854 L
0.481144 0.0402442 0.481144 -0.973149 U
0.663736 -0.0591969 0.663736 -0.136726 L
0.618828 -0.0618787 0.618828 -0.142876 L
0.612839 -0.062215 0.612839 -0.142082 L
0.31607 -0.0691241 0.31607 -0.599613 L
0.507981 -0.0670648 0.507981 -0.669848 L
0.295561 0.0514693 0.295561 -0.84136 U
0.890964 -0.0413191 0.890964 0.055817 L
0.346511 0.0495674 0.346511 -0.882641 U
0.621823 -0.0617085 0.621823 -0.142918 L
0.944692 -0.0360603 0.944692 0.138027 L
0.573678 0.0312176 0.573678 -0.989023 U
0.651762 -0.0599386 0.651762 -0.138725 L
0.73555 -0.0542973 0.73555 -0.0943597 L
0.831221 -0.0466892 0.831221 -0.0114281 L
0.657749 -0.059571 0.657749 -0.138472 L
0.786387 -0.0504027 0.786387 -0.0522959 L
0.615834 -0.0620476 0.615834 -0.142553 L
0.741532 -0.0538577 0.741532 -0.08997 L
0.609845 -0.062381 0.609845 -0.141418 L
0.887978 -0.0415996 0.887978 0.0520513 L
0.95066 -0.0354519 0.95066 0.148001 L
0.837197 -0.0461731 0.837197 -0.00467309 L
0.726575 -0.0549458 0.726575 -0.0996385 L
0.223588 0.0520151 0.223588 -0.788965 U
0.382449 0.0476237 0.382449 -0.917833 U
0.747514 -0.0534125 0.747514 -0.0850508 L
0.774427 -0.051348 0.774427 -0.0620817 L
0.567911 -0.0645314 0.567911 -0.200695 L
0.639787 -0.0606602 0.639787 -0.141164 L
0.941708 -0.0363622 0.941708 0.132648 L
0.783397 -0.0506404 0.783397 -0.054625 L
0.654756 -0.0597556 0.654756 -0.138668 L
0.729567 -0.0547311 0.729567 -0.0984119 L
0.843173 -0.0456532 0.843173 0.0018799 L
0.828233 -0.0469456 0.828233 -0.0144287 L
0.732558 -0.054515 0.732558 -0.0965499 L
0.947676 -0.0357571 0.947676 0.142946 L
0.780407 -0.0508772 0.780407 -0.0571097 L
0.834209 -0.0464317 0.834209 -0.00821828 L
0.504984 -0.0671713 0.504984 -0.667157 L
0.938724 -0.0366636 0.938724 0.126516 L
0.849148 -0.0451297 0.849148 0.00816899 L
0.93574 -0.0369644 0.93574 0.121576 L
0.642781 -0.0604814 0.642781 -0.140362 L
0.738541 -0.0540782 0.738541 -0.0921633 L
0.771437 -0.0515819 0.771437 -0.0648445 L
0.879019 -0.0424347 0.879019 0.0405701 L
0.301558 0.0513018 0.301558 -0.84596 U
0.376461 0.0479805 0.376461 -0.912593 U
0.840185 -0.0459136 0.840185 -0.0012371 L
0.636793 -0.0608379 0.636793 -0.14169 L
0.744523 -0.0536358 0.744523 -0.0874686 L
0.564916 -0.0646732 0.564916 -0.487563 L
0.358493 0.0489747 0.358493 -0.895057 U
0.846161 -0.0453919 0.846161 0.00522932 L
0.555928 -0.0650905 0.555928 -0.689044 L
0.337523 0.0499756 0.337523 -0.875505 U
0.370473 0.048325 0.370473 -0.907502 U
0.56192 -0.0648137 0.56192 -0.683104 L
0.756486 -0.052735 0.756486 -0.0780143 L
0.313072 -0.0690595 0.313072 -0.594397 L
0.364483 0.0486566 0.364483 -0.901335 U
0.759476 -0.0525067 0.759476 -0.0752964 L
0.762467 -0.0522772 0.762467 -0.0727085 L
0.876033 -0.0427107 0.876033 0.0370145 L
0.558924 -0.0649528 0.558924 -0.686995 L
0.52896 -0.0662592 0.52896 -0.681945 L
0.546939 -0.0654948 0.546939 -0.688262 L
0.307553 0.0511179 0.307553 -0.848988 U
0.750504 -0.053188 0.750504 -0.0825392 L
0.47218 0.0410221 0.47218 -0.969363 U
0.552932 -0.0652268 0.552932 -0.68817 L
0.33153 0.0502318 0.33153 -0.869907 U
0.753495 -0.0529621 0.753495 -0.0804339 L
0.540946 -0.0657565 0.540946 -0.686674 L
0.852136 -0.0448668 0.852136 0.0109089 L
